datetime,predicted count using random forest classifier
29-01-2011 02:00,39
29-01-2011 03:00,35
29-01-2011 04:00,26
29-01-2011 06:00,36
29-01-2011 07:00,38
29-01-2011 08:00,38
29-01-2011 09:00,26
29-01-2011 10:00,23
29-01-2011 11:00,29
29-01-2011 12:00,38
29-01-2011 13:00,43
29-01-2011 14:00,36
29-01-2011 15:00,28
29-01-2011 16:00,20
29-01-2011 17:00,48
29-01-2011 18:00,43
29-01-2011 19:00,39
29-01-2011 20:00,22
29-01-2011 21:00,22
29-01-2011 22:00,23
29-01-2011 23:00,23
30-01-2011 00:00,41
30-01-2011 01:00,18
30-01-2011 02:00,22
30-01-2011 03:00,25
30-01-2011 04:00,25
30-01-2011 05:00,24
30-01-2011 07:00,24
30-01-2011 08:00,24
30-01-2011 09:00,24
30-01-2011 10:00,28
30-01-2011 11:00,19
30-01-2011 12:00,85
30-01-2011 13:00,42
30-01-2011 14:00,82
30-01-2011 15:00,56
30-01-2011 16:00,56
30-01-2011 17:00,138
30-01-2011 18:00,44
30-01-2011 19:00,49
30-01-2011 20:00,76
30-01-2011 21:00,34
30-01-2011 22:00,47
30-01-2011 23:00,49
31-01-2011 00:00,288
31-01-2011 01:00,130
31-01-2011 02:00,103
31-01-2011 03:00,103
31-01-2011 04:00,184
31-01-2011 05:00,64
31-01-2011 06:00,67
31-01-2011 07:00,66
31-01-2011 08:00,79
31-01-2011 09:00,67
31-01-2011 10:00,35
31-01-2011 11:00,35
31-01-2011 12:00,69
31-01-2011 13:00,55
31-01-2011 14:00,44
31-01-2011 15:00,84
31-01-2011 16:00,23
31-01-2011 17:00,35
31-01-2011 18:00,27
31-01-2011 19:00,76
31-01-2011 20:00,67
31-01-2011 21:00,46
31-01-2011 22:00,127
31-01-2011 23:00,7
20-02-2011 00:00,171
20-02-2011 01:00,108
20-02-2011 02:00,113
20-02-2011 03:00,107
20-02-2011 04:00,107
20-02-2011 06:00,100
20-02-2011 07:00,68
20-02-2011 08:00,40
20-02-2011 09:00,83
20-02-2011 10:00,58
20-02-2011 11:00,114
20-02-2011 12:00,130
20-02-2011 13:00,242
20-02-2011 14:00,199
20-02-2011 15:00,256
20-02-2011 16:00,242
20-02-2011 17:00,209
20-02-2011 18:00,163
20-02-2011 19:00,163
20-02-2011 20:00,124
20-02-2011 21:00,98
20-02-2011 22:00,160
20-02-2011 23:00,192
21-02-2011 00:00,169
21-02-2011 01:00,169
21-02-2011 02:00,169
21-02-2011 03:00,152
21-02-2011 04:00,163
21-02-2011 05:00,136
21-02-2011 06:00,142
21-02-2011 07:00,135
21-02-2011 08:00,112
21-02-2011 09:00,129
21-02-2011 10:00,130
21-02-2011 11:00,88
21-02-2011 12:00,186
21-02-2011 13:00,78
21-02-2011 14:00,153
21-02-2011 15:00,123
21-02-2011 16:00,76
21-02-2011 17:00,103
21-02-2011 18:00,57
21-02-2011 19:00,57
21-02-2011 20:00,90
21-02-2011 21:00,123
21-02-2011 22:00,110
21-02-2011 23:00,110
22-02-2011 06:00,77
22-02-2011 07:00,77
22-02-2011 08:00,84
22-02-2011 09:00,75
22-02-2011 10:00,45
22-02-2011 11:00,12
22-02-2011 12:00,311
22-02-2011 13:00,234
22-02-2011 14:00,224
22-02-2011 15:00,63
22-02-2011 16:00,85
22-02-2011 17:00,82
22-02-2011 18:00,67
22-02-2011 19:00,99
22-02-2011 20:00,40
22-02-2011 21:00,83
22-02-2011 22:00,41
22-02-2011 23:00,41
23-02-2011 00:00,88
23-02-2011 01:00,30
23-02-2011 02:00,50
23-02-2011 03:00,73
23-02-2011 05:00,85
23-02-2011 06:00,85
23-02-2011 07:00,55
23-02-2011 08:00,35
23-02-2011 09:00,55
23-02-2011 10:00,77
23-02-2011 11:00,117
23-02-2011 12:00,78
23-02-2011 13:00,115
23-02-2011 14:00,230
23-02-2011 15:00,189
23-02-2011 16:00,185
23-02-2011 17:00,189
23-02-2011 18:00,197
23-02-2011 19:00,151
23-02-2011 20:00,66
23-02-2011 21:00,67
23-02-2011 22:00,67
23-02-2011 23:00,122
24-02-2011 00:00,122
24-02-2011 01:00,119
24-02-2011 02:00,39
24-02-2011 03:00,92
24-02-2011 05:00,68
24-02-2011 06:00,99
24-02-2011 07:00,125
24-02-2011 08:00,233
24-02-2011 09:00,134
24-02-2011 10:00,98
24-02-2011 11:00,138
24-02-2011 12:00,126
24-02-2011 13:00,153
24-02-2011 14:00,88
24-02-2011 15:00,90
24-02-2011 16:00,151
24-02-2011 17:00,130
24-02-2011 18:00,136
24-02-2011 19:00,46
24-02-2011 20:00,66
24-02-2011 21:00,136
24-02-2011 22:00,126
24-02-2011 23:00,76
25-02-2011 00:00,137
25-02-2011 01:00,91
25-02-2011 02:00,91
25-02-2011 03:00,57
25-02-2011 05:00,57
25-02-2011 06:00,36
25-02-2011 07:00,70
25-02-2011 08:00,72
25-02-2011 09:00,47
25-02-2011 10:00,17
25-02-2011 11:00,171
25-02-2011 12:00,220
25-02-2011 13:00,220
25-02-2011 14:00,166
25-02-2011 15:00,211
25-02-2011 16:00,58
25-02-2011 17:00,53
25-02-2011 18:00,43
25-02-2011 19:00,180
25-02-2011 20:00,79
25-02-2011 21:00,120
25-02-2011 22:00,110
25-02-2011 23:00,115
26-02-2011 00:00,64
26-02-2011 01:00,21
26-02-2011 02:00,63
26-02-2011 03:00,41
26-02-2011 04:00,44
26-02-2011 05:00,57
26-02-2011 06:00,44
26-02-2011 07:00,41
26-02-2011 08:00,47
26-02-2011 09:00,18
26-02-2011 10:00,168
26-02-2011 11:00,95
26-02-2011 12:00,183
26-02-2011 13:00,197
26-02-2011 14:00,117
26-02-2011 15:00,123
26-02-2011 16:00,185
26-02-2011 17:00,315
26-02-2011 18:00,129
26-02-2011 19:00,83
26-02-2011 20:00,113
26-02-2011 21:00,65
26-02-2011 22:00,68
26-02-2011 23:00,89
27-02-2011 00:00,96
27-02-2011 01:00,54
27-02-2011 02:00,34
27-02-2011 03:00,57
27-02-2011 04:00,75
27-02-2011 06:00,79
27-02-2011 07:00,75
27-02-2011 08:00,60
27-02-2011 09:00,49
27-02-2011 10:00,85
27-02-2011 11:00,78
27-02-2011 12:00,68
27-02-2011 13:00,94
27-02-2011 14:00,101
27-02-2011 15:00,200
27-02-2011 16:00,224
27-02-2011 17:00,157
27-02-2011 18:00,94
27-02-2011 19:00,105
27-02-2011 20:00,68
27-02-2011 21:00,150
27-02-2011 22:00,103
27-02-2011 23:00,134
28-02-2011 00:00,195
28-02-2011 01:00,102
28-02-2011 03:00,45
28-02-2011 05:00,122
28-02-2011 06:00,23
28-02-2011 07:00,47
28-02-2011 08:00,59
28-02-2011 09:00,248
28-02-2011 10:00,169
28-02-2011 11:00,163
28-02-2011 12:00,163
28-02-2011 13:00,27
28-02-2011 14:00,13
28-02-2011 15:00,13
28-02-2011 16:00,142
28-02-2011 17:00,7
28-02-2011 18:00,32
28-02-2011 19:00,82
28-02-2011 20:00,82
28-02-2011 21:00,110
28-02-2011 22:00,50
28-02-2011 23:00,107
20-03-2011 00:00,126
20-03-2011 01:00,159
20-03-2011 02:00,113
20-03-2011 03:00,84
20-03-2011 04:00,48
20-03-2011 05:00,42
20-03-2011 06:00,28
20-03-2011 07:00,40
20-03-2011 08:00,62
20-03-2011 09:00,84
20-03-2011 10:00,196
20-03-2011 11:00,154
20-03-2011 12:00,192
20-03-2011 13:00,148
20-03-2011 14:00,178
20-03-2011 15:00,196
20-03-2011 16:00,195
20-03-2011 17:00,91
20-03-2011 18:00,111
20-03-2011 19:00,252
20-03-2011 20:00,185
20-03-2011 21:00,136
20-03-2011 22:00,134
20-03-2011 23:00,180
21-03-2011 00:00,70
21-03-2011 01:00,75
21-03-2011 02:00,106
21-03-2011 03:00,106
21-03-2011 05:00,163
21-03-2011 06:00,81
21-03-2011 07:00,92
21-03-2011 08:00,92
21-03-2011 09:00,99
21-03-2011 10:00,85
21-03-2011 11:00,238
21-03-2011 12:00,88
21-03-2011 13:00,58
21-03-2011 14:00,108
21-03-2011 15:00,175
21-03-2011 16:00,76
21-03-2011 17:00,98
21-03-2011 18:00,226
21-03-2011 19:00,349
21-03-2011 20:00,135
21-03-2011 21:00,8
21-03-2011 22:00,24
21-03-2011 23:00,75
22-03-2011 00:00,128
22-03-2011 01:00,58
22-03-2011 02:00,37
22-03-2011 03:00,152
22-03-2011 04:00,162
22-03-2011 05:00,132
22-03-2011 06:00,128
22-03-2011 07:00,154
22-03-2011 08:00,137
22-03-2011 09:00,175
22-03-2011 10:00,199
22-03-2011 11:00,161
22-03-2011 12:00,239
22-03-2011 13:00,158
22-03-2011 14:00,260
22-03-2011 15:00,122
22-03-2011 16:00,201
22-03-2011 17:00,201
22-03-2011 18:00,128
22-03-2011 19:00,166
22-03-2011 20:00,196
22-03-2011 21:00,143
22-03-2011 22:00,103
22-03-2011 23:00,103
23-03-2011 00:00,78
23-03-2011 01:00,49
23-03-2011 02:00,49
23-03-2011 03:00,122
23-03-2011 05:00,98
23-03-2011 06:00,45
23-03-2011 07:00,69
23-03-2011 08:00,32
23-03-2011 09:00,119
23-03-2011 10:00,109
23-03-2011 11:00,63
23-03-2011 12:00,42
23-03-2011 13:00,177
23-03-2011 14:00,101
23-03-2011 15:00,108
23-03-2011 16:00,104
23-03-2011 17:00,104
23-03-2011 18:00,105
23-03-2011 19:00,105
23-03-2011 20:00,58
23-03-2011 21:00,40
23-03-2011 22:00,71
23-03-2011 23:00,140
24-03-2011 00:00,69
24-03-2011 01:00,110
24-03-2011 02:00,114
24-03-2011 03:00,55
24-03-2011 04:00,55
24-03-2011 05:00,26
24-03-2011 06:00,26
24-03-2011 07:00,37
24-03-2011 08:00,52
24-03-2011 09:00,26
24-03-2011 10:00,33
24-03-2011 11:00,108
24-03-2011 12:00,133
24-03-2011 13:00,166
24-03-2011 14:00,149
24-03-2011 15:00,105
24-03-2011 16:00,162
24-03-2011 17:00,95
24-03-2011 18:00,180
24-03-2011 19:00,188
24-03-2011 20:00,167
24-03-2011 21:00,98
24-03-2011 22:00,107
24-03-2011 23:00,165
25-03-2011 00:00,107
25-03-2011 01:00,92
25-03-2011 02:00,129
25-03-2011 03:00,81
25-03-2011 04:00,95
25-03-2011 05:00,157
25-03-2011 06:00,97
25-03-2011 07:00,118
25-03-2011 08:00,90
25-03-2011 09:00,112
25-03-2011 10:00,116
25-03-2011 11:00,163
25-03-2011 12:00,91
25-03-2011 13:00,76
25-03-2011 14:00,147
25-03-2011 15:00,129
25-03-2011 16:00,146
25-03-2011 17:00,99
25-03-2011 18:00,208
25-03-2011 19:00,147
25-03-2011 20:00,169
25-03-2011 21:00,169
25-03-2011 22:00,234
25-03-2011 23:00,181
26-03-2011 00:00,129
26-03-2011 01:00,166
26-03-2011 02:00,70
26-03-2011 03:00,74
26-03-2011 04:00,70
26-03-2011 05:00,55
26-03-2011 06:00,59
26-03-2011 07:00,55
26-03-2011 08:00,59
26-03-2011 09:00,95
26-03-2011 10:00,103
26-03-2011 11:00,131
26-03-2011 12:00,125
26-03-2011 13:00,49
26-03-2011 14:00,107
26-03-2011 15:00,81
26-03-2011 16:00,119
26-03-2011 17:00,100
26-03-2011 18:00,60
26-03-2011 19:00,175
26-03-2011 20:00,175
26-03-2011 21:00,124
26-03-2011 22:00,133
26-03-2011 23:00,112
27-03-2011 00:00,95
27-03-2011 01:00,60
27-03-2011 02:00,50
27-03-2011 03:00,57
27-03-2011 04:00,30
27-03-2011 06:00,25
27-03-2011 07:00,18
27-03-2011 08:00,49
27-03-2011 09:00,41
27-03-2011 10:00,39
27-03-2011 11:00,88
27-03-2011 12:00,115
27-03-2011 13:00,144
27-03-2011 14:00,19
27-03-2011 15:00,46
27-03-2011 16:00,95
27-03-2011 17:00,91
27-03-2011 18:00,211
27-03-2011 19:00,213
27-03-2011 20:00,128
27-03-2011 21:00,103
27-03-2011 22:00,103
27-03-2011 23:00,113
28-03-2011 00:00,209
28-03-2011 01:00,89
28-03-2011 02:00,75
28-03-2011 03:00,75
28-03-2011 05:00,70
28-03-2011 06:00,101
28-03-2011 07:00,67
28-03-2011 08:00,136
28-03-2011 09:00,133
28-03-2011 10:00,164
28-03-2011 11:00,186
28-03-2011 12:00,193
28-03-2011 13:00,227
28-03-2011 14:00,100
28-03-2011 15:00,109
28-03-2011 16:00,159
28-03-2011 17:00,193
28-03-2011 18:00,79
28-03-2011 19:00,256
28-03-2011 20:00,115
28-03-2011 21:00,83
28-03-2011 22:00,266
28-03-2011 23:00,239
29-03-2011 00:00,182
29-03-2011 01:00,152
29-03-2011 02:00,152
29-03-2011 03:00,152
29-03-2011 04:00,62
29-03-2011 05:00,124
29-03-2011 06:00,80
29-03-2011 07:00,77
29-03-2011 08:00,170
29-03-2011 09:00,240
29-03-2011 10:00,283
29-03-2011 11:00,159
29-03-2011 12:00,162
29-03-2011 13:00,188
29-03-2011 14:00,159
29-03-2011 15:00,125
29-03-2011 16:00,130
29-03-2011 17:00,104
29-03-2011 18:00,140
29-03-2011 19:00,143
29-03-2011 20:00,140
29-03-2011 21:00,113
29-03-2011 22:00,229
29-03-2011 23:00,160
30-03-2011 00:00,292
30-03-2011 01:00,77
30-03-2011 02:00,292
30-03-2011 03:00,208
30-03-2011 04:00,292
30-03-2011 05:00,112
30-03-2011 06:00,184
30-03-2011 07:00,146
30-03-2011 08:00,155
30-03-2011 09:00,136
30-03-2011 10:00,178
30-03-2011 11:00,150
30-03-2011 12:00,232
30-03-2011 13:00,404
30-03-2011 14:00,158
30-03-2011 15:00,121
30-03-2011 16:00,76
30-03-2011 17:00,38
30-03-2011 18:00,26
30-03-2011 19:00,26
30-03-2011 20:00,33
30-03-2011 21:00,10
30-03-2011 22:00,28
30-03-2011 23:00,44
31-03-2011 00:00,28
31-03-2011 01:00,37
31-03-2011 02:00,37
31-03-2011 03:00,28
31-03-2011 04:00,17
31-03-2011 05:00,28
31-03-2011 06:00,33
31-03-2011 07:00,17
31-03-2011 08:00,44
31-03-2011 09:00,49
31-03-2011 10:00,49
31-03-2011 11:00,22
31-03-2011 12:00,22
31-03-2011 13:00,98
31-03-2011 14:00,98
31-03-2011 15:00,81
31-03-2011 16:00,89
31-03-2011 17:00,89
31-03-2011 18:00,89
31-03-2011 19:00,89
31-03-2011 20:00,27
31-03-2011 21:00,27
31-03-2011 22:00,30
31-03-2011 23:00,31
20-04-2011 00:00,53
20-04-2011 01:00,33
20-04-2011 02:00,33
20-04-2011 03:00,21
20-04-2011 04:00,43
20-04-2011 05:00,41
20-04-2011 06:00,33
20-04-2011 07:00,17
20-04-2011 08:00,233
20-04-2011 09:00,203
20-04-2011 10:00,186
20-04-2011 11:00,186
20-04-2011 12:00,525
20-04-2011 13:00,525
20-04-2011 14:00,239
20-04-2011 15:00,400
20-04-2011 16:00,400
20-04-2011 17:00,349
20-04-2011 18:00,319
20-04-2011 19:00,328
20-04-2011 20:00,368
20-04-2011 21:00,366
20-04-2011 22:00,297
20-04-2011 23:00,334
21-04-2011 00:00,335
21-04-2011 01:00,207
21-04-2011 02:00,258
21-04-2011 03:00,149
21-04-2011 04:00,198
21-04-2011 05:00,216
21-04-2011 06:00,180
21-04-2011 07:00,161
21-04-2011 08:00,131
21-04-2011 09:00,119
21-04-2011 10:00,204
21-04-2011 11:00,97
21-04-2011 12:00,195
21-04-2011 13:00,284
21-04-2011 14:00,316
21-04-2011 15:00,288
21-04-2011 16:00,379
21-04-2011 17:00,590
21-04-2011 18:00,444
21-04-2011 19:00,279
21-04-2011 20:00,183
21-04-2011 21:00,181
21-04-2011 22:00,367
21-04-2011 23:00,96
22-04-2011 00:00,87
22-04-2011 01:00,118
22-04-2011 02:00,141
22-04-2011 03:00,141
22-04-2011 04:00,45
22-04-2011 05:00,75
22-04-2011 06:00,45
22-04-2011 07:00,73
22-04-2011 08:00,91
22-04-2011 09:00,122
22-04-2011 10:00,153
22-04-2011 11:00,64
22-04-2011 12:00,30
22-04-2011 13:00,134
22-04-2011 14:00,39
22-04-2011 15:00,134
22-04-2011 16:00,177
22-04-2011 17:00,97
22-04-2011 18:00,97
22-04-2011 19:00,97
22-04-2011 20:00,94
22-04-2011 21:00,32
22-04-2011 22:00,110
22-04-2011 23:00,79
23-04-2011 00:00,62
23-04-2011 01:00,62
23-04-2011 02:00,82
23-04-2011 03:00,59
23-04-2011 04:00,42
23-04-2011 05:00,42
23-04-2011 06:00,70
23-04-2011 07:00,63
23-04-2011 08:00,41
23-04-2011 09:00,36
23-04-2011 10:00,120
23-04-2011 11:00,88
23-04-2011 12:00,152
23-04-2011 13:00,162
23-04-2011 14:00,217
23-04-2011 15:00,293
23-04-2011 16:00,317
23-04-2011 17:00,282
23-04-2011 18:00,141
23-04-2011 19:00,177
23-04-2011 20:00,163
23-04-2011 21:00,167
23-04-2011 22:00,197
23-04-2011 23:00,138
24-04-2011 00:00,160
24-04-2011 01:00,104
24-04-2011 02:00,104
24-04-2011 03:00,44
24-04-2011 04:00,44
24-04-2011 05:00,44
24-04-2011 06:00,107
24-04-2011 07:00,107
24-04-2011 08:00,59
24-04-2011 09:00,111
24-04-2011 10:00,116
24-04-2011 11:00,386
24-04-2011 12:00,364
24-04-2011 13:00,307
24-04-2011 14:00,408
24-04-2011 15:00,313
24-04-2011 16:00,352
24-04-2011 17:00,429
24-04-2011 18:00,201
24-04-2011 19:00,146
24-04-2011 20:00,146
24-04-2011 21:00,99
24-04-2011 22:00,69
24-04-2011 23:00,207
25-04-2011 00:00,128
25-04-2011 01:00,69
25-04-2011 02:00,69
25-04-2011 03:00,141
25-04-2011 04:00,108
25-04-2011 05:00,112
25-04-2011 06:00,182
25-04-2011 07:00,126
25-04-2011 08:00,24
25-04-2011 09:00,88
25-04-2011 10:00,124
25-04-2011 11:00,124
25-04-2011 12:00,237
25-04-2011 13:00,255
25-04-2011 14:00,429
25-04-2011 15:00,366
25-04-2011 16:00,478
25-04-2011 17:00,456
25-04-2011 18:00,346
25-04-2011 19:00,247
25-04-2011 20:00,203
25-04-2011 21:00,328
25-04-2011 22:00,311
25-04-2011 23:00,200
26-04-2011 00:00,375
26-04-2011 01:00,122
26-04-2011 02:00,203
26-04-2011 03:00,238
26-04-2011 04:00,230
26-04-2011 05:00,177
26-04-2011 06:00,52
26-04-2011 07:00,343
26-04-2011 08:00,343
26-04-2011 09:00,199
26-04-2011 10:00,301
26-04-2011 11:00,333
26-04-2011 12:00,261
26-04-2011 13:00,270
26-04-2011 14:00,277
26-04-2011 15:00,268
26-04-2011 16:00,231
26-04-2011 17:00,281
26-04-2011 18:00,293
26-04-2011 19:00,213
26-04-2011 20:00,199
26-04-2011 21:00,190
26-04-2011 22:00,239
26-04-2011 23:00,252
27-04-2011 00:00,178
27-04-2011 01:00,253
27-04-2011 02:00,222
27-04-2011 03:00,241
27-04-2011 04:00,34
27-04-2011 05:00,190
27-04-2011 06:00,45
27-04-2011 07:00,241
27-04-2011 08:00,198
27-04-2011 09:00,248
27-04-2011 10:00,257
27-04-2011 11:00,185
27-04-2011 12:00,188
27-04-2011 13:00,226
27-04-2011 14:00,274
27-04-2011 15:00,248
27-04-2011 16:00,280
27-04-2011 17:00,133
27-04-2011 18:00,133
27-04-2011 19:00,190
27-04-2011 20:00,213
27-04-2011 21:00,335
27-04-2011 22:00,302
27-04-2011 23:00,302
28-04-2011 00:00,168
28-04-2011 01:00,219
28-04-2011 02:00,234
28-04-2011 03:00,201
28-04-2011 04:00,217
28-04-2011 05:00,219
28-04-2011 06:00,226
28-04-2011 07:00,223
28-04-2011 08:00,267
28-04-2011 09:00,87
28-04-2011 10:00,363
28-04-2011 11:00,257
28-04-2011 12:00,146
28-04-2011 13:00,249
28-04-2011 14:00,348
28-04-2011 15:00,295
28-04-2011 16:00,194
28-04-2011 17:00,327
28-04-2011 18:00,327
28-04-2011 19:00,328
28-04-2011 20:00,364
28-04-2011 21:00,346
28-04-2011 22:00,180
28-04-2011 23:00,184
29-04-2011 00:00,149
29-04-2011 01:00,155
29-04-2011 02:00,155
29-04-2011 03:00,20
29-04-2011 04:00,100
29-04-2011 05:00,47
29-04-2011 06:00,179
29-04-2011 07:00,195
29-04-2011 08:00,283
29-04-2011 09:00,359
29-04-2011 10:00,196
29-04-2011 11:00,464
29-04-2011 12:00,191
29-04-2011 13:00,251
29-04-2011 14:00,229
29-04-2011 15:00,278
29-04-2011 16:00,248
29-04-2011 17:00,152
29-04-2011 18:00,71
29-04-2011 19:00,234
29-04-2011 20:00,143
29-04-2011 21:00,141
29-04-2011 22:00,253
29-04-2011 23:00,134
30-04-2011 00:00,262
30-04-2011 01:00,228
30-04-2011 02:00,252
30-04-2011 03:00,230
30-04-2011 04:00,222
30-04-2011 05:00,225
30-04-2011 06:00,132
30-04-2011 07:00,129
30-04-2011 08:00,164
30-04-2011 09:00,197
30-04-2011 10:00,310
30-04-2011 11:00,333
30-04-2011 12:00,323
30-04-2011 13:00,266
30-04-2011 14:00,166
30-04-2011 15:00,199
30-04-2011 16:00,311
30-04-2011 17:00,230
30-04-2011 18:00,236
30-04-2011 19:00,236
30-04-2011 20:00,169
30-04-2011 21:00,169
30-04-2011 22:00,28
30-04-2011 23:00,28
20-05-2011 00:00,30
20-05-2011 01:00,18
20-05-2011 02:00,34
20-05-2011 03:00,22
20-05-2011 04:00,37
20-05-2011 05:00,55
20-05-2011 06:00,85
20-05-2011 07:00,87
20-05-2011 08:00,479
20-05-2011 09:00,147
20-05-2011 10:00,135
20-05-2011 11:00,170
20-05-2011 12:00,31
20-05-2011 13:00,172
20-05-2011 14:00,197
20-05-2011 15:00,177
20-05-2011 16:00,213
20-05-2011 17:00,136
20-05-2011 18:00,239
20-05-2011 19:00,434
20-05-2011 20:00,282
20-05-2011 21:00,202
20-05-2011 22:00,355
20-05-2011 23:00,257
21-05-2011 00:00,144
21-05-2011 01:00,172
21-05-2011 02:00,76
21-05-2011 03:00,162
21-05-2011 04:00,119
21-05-2011 05:00,85
21-05-2011 06:00,152
21-05-2011 07:00,171
21-05-2011 08:00,110
21-05-2011 09:00,272
21-05-2011 10:00,293
21-05-2011 11:00,364
21-05-2011 12:00,364
21-05-2011 13:00,392
21-05-2011 14:00,405
21-05-2011 15:00,431
21-05-2011 16:00,530
21-05-2011 17:00,462
21-05-2011 18:00,387
21-05-2011 19:00,384
21-05-2011 20:00,338
21-05-2011 21:00,293
21-05-2011 22:00,259
21-05-2011 23:00,119
22-05-2011 00:00,94
22-05-2011 01:00,92
22-05-2011 02:00,69
22-05-2011 03:00,32
22-05-2011 04:00,35
22-05-2011 05:00,32
22-05-2011 06:00,69
22-05-2011 07:00,88
22-05-2011 08:00,65
22-05-2011 09:00,128
22-05-2011 10:00,243
22-05-2011 11:00,449
22-05-2011 12:00,322
22-05-2011 13:00,293
22-05-2011 14:00,234
22-05-2011 15:00,154
22-05-2011 16:00,226
22-05-2011 17:00,273
